Date,Crypto_Return_Today,exp_value,ae
2014-09-17,-0.01847976547774776,,
2014-09-18,-0.0736063074069728,,
2014-09-19,-0.07160719233378073,,
2014-09-20,0.0354228049051414,,
2014-09-21,-0.022962734307626305,,
2014-09-22,0.007618119292324741,,
2014-09-23,0.08048179218301196,,
2014-09-24,-0.029214332048927615,,
2014-09-25,-0.02775207293419736,,
2014-09-26,-0.0171701556983085,,
2014-09-27,-0.010051464068326847,,
2014-09-28,-0.05741601492503428,,
2014-09-29,-0.003883599262364749,,
2014-09-30,0.028456788032255653,,
2014-10-01,-0.009888028970354677,,
2014-10-02,-0.023493335809257547,,
2014-10-03,-0.042661037577633044,,
2014-10-04,-0.09015361689315679,,
2014-10-05,-0.025888846148153115,,
2014-10-06,0.029796143932768488,,
2014-10-07,0.01680675521404219,,
2014-10-08,0.048841747244884604,,
2014-10-09,0.03421470576092506,,
2014-10-10,-0.008605916665091723,,
2014-10-11,0.0025896441247880487,,
2014-10-12,0.04302874154877868,,
2014-10-13,0.03252256572196572,,
2014-10-14,0.02316139189751935,,
2014-10-15,-0.01553822593162286,,
2014-10-16,-0.03078973309480982,,
2014-10-17,0.0026143924400646853,,
2014-10-18,0.01925723578810189,,
2014-10-19,-0.004375027058394758,,
2014-10-20,-0.016542754998808678,,
2014-10-21,0.010545128862516278,,
2014-10-22,-0.007695642597225633,,
2014-10-23,-0.06623869099645846,,
2014-10-24,-0.0006862598762750829,,
2014-10-25,-0.032132770723073883,,
2014-10-26,0.020556414243698022,,
2014-10-27,-0.005052512083129572,,
2014-10-28,0.012388483372986769,,
2014-10-29,-0.06209185356852584,,
2014-10-30,0.028183305602759872,,
2014-10-31,-0.01957531991441245,,
2014-11-01,-0.03883998321119041,,
2014-11-02,-0.0005614208015919818,,
2014-11-03,0.006078461503618859,,
2014-11-04,0.010130029241799737,,
2014-11-05,0.026272432100694413,,
2014-11-06,0.028552296160428346,,
2014-11-07,-0.02138952302104853,,
2014-11-08,0.00969702556344324,,
2014-11-09,0.050496164349230974,,
2014-11-10,0.01277874410132638,,
2014-11-11,0.005011278101359094,,
2014-11-12,0.14065541579020938,,
2014-11-13,-0.015420030200709723,,
2014-11-14,-0.050483927147505527,,
2014-11-15,-0.06064635623455103,,
2014-11-16,0.03449534411029497,,
2014-11-17,-0.002426043198949634,,
2014-11-18,-0.032997190350437355,,
2014-11-19,0.017653020828062246,,
2014-11-20,-0.060892890370107824,,
2014-11-21,-0.019841876026169734,,
2014-11-22,0.0037358869810470282,,
2014-11-23,0.03995828283486152,,
2014-11-24,0.026762412764503505,,
2014-11-25,-0.004089143995804951,,
2014-11-26,-0.020551852555892983,,
2014-11-27,-0.0022481289533461536,,
2014-11-28,0.018967581369494824,,
2014-11-29,-0.001758842716206003,,
2014-11-30,0.00673339075064809,,
2014-12-01,0.002629731158218323,,
2014-12-02,0.005430193366779664,,
2014-12-03,-0.01773983700157344,,
2014-12-04,-0.016406654771388668,,
2014-12-05,0.01986413337850876,,
2014-12-06,-0.005247848848022543,,
2014-12-07,0.0006907374036520942,,
2014-12-08,-0.035439888950243574,,
2014-12-09,-0.0271009595525388,,
2014-12-10,-0.01672025018794688,,
2014-12-11,0.017748328147582385,,
2014-12-12,0.0048593928927022755,,
2014-12-13,-0.014305223379222829,,
2014-12-14,0.014047444338934937,,
2014-12-15,-0.01727024252154744,,
2014-12-16,-0.055343462281371616,,
2014-12-17,-0.021895927357792316,,
2014-12-18,-0.026583504878477493,,
2014-12-19,0.02118924644480609,,
2014-12-20,0.038106779402708194,,
2014-12-21,-0.02675497738375055,,
2014-12-22,0.03313857785134453,,
2014-12-23,0.0076659087659765555,,
2014-12-24,-0.036084506511655984,,
2014-12-25,-0.010223216353612593,,
2014-12-26,0.027114404893844778,,
2014-12-27,-0.03643288578469896,,
2014-12-28,0.0034070499763908255,,
2014-12-29,-0.01596228933739959,,
2014-12-30,-0.0063581113214771475,,
2014-12-31,0.029407566318835232,,
2015-01-01,-0.019493797305669643,,
2015-01-02,0.0030296835499280575,,
2015-01-03,-0.11343721243979436,,
2015-01-04,-0.062186598887020376,,
2015-01-05,0.03480972216616303,,
2015-01-06,0.04129689227638556,,
2015-01-07,0.028464397621934198,,
2015-01-08,-0.03735952886201987,,
2015-01-09,0.028022504686753373,,
2015-01-10,-0.044508471643420706,,
2015-01-11,-0.0331273229283369,,
2015-01-12,0.006180443537590149,,
2015-01-13,-0.16880354038802822,,
2015-01-14,-0.22881069622520572,,
2015-01-15,0.17079670936713065,,
2015-01-16,-0.004664841414717618,,
2015-01-17,-0.04212920533438881,,
2015-01-18,0.050153185787850954,,
2015-01-19,0.015903431853589688,,
2015-01-20,-0.007505516980511028,,
2015-01-21,0.07084815580204663,,
2015-01-22,0.026411909619862575,,
2015-01-23,-0.002735876343615959,,
2015-01-24,0.06306156359694444,,
2015-01-25,0.025410979587289554,,
2015-01-26,0.07355764561215887,,
2015-01-27,-0.036124791186117305,,
2015-01-28,-0.11853002040933189,,
2015-01-29,0.0007068197612740708,,
2015-01-30,-0.0276456696054886,,
2015-01-31,-0.040451059645440074,,
2015-02-01,0.04554237971720472,,
2015-02-02,0.050527215162211786,,
2015-02-03,-0.04384393692462516,,
2015-02-04,-0.002896379215963989,,
2015-02-05,-0.047466512105301936,,
2015-02-06,0.024332420918302244,,
2015-02-07,0.022741433362420165,,
